year,country,"literacy rate, adult total (% of people ages 15 and above)","primary completion rate, total (% of relevant age group)","school enrollment, secondary (% gross)",gdp per capita (current us$),"access to electricity, rural (% of rural population)",poverty headcount ratio at $6.85 a day (2017 ppp) (% of population),individuals using the internet (% of population)
2015,ARM,,94.2263793945312,85.793701171875,3512.39350276709,100.0,46.7,59.1
2016,ARM,100.0,105.009422302246,,3524.42476874707,99.8,42.4,64.3
2017,ARM,100.0,102.763427734375,,3869.05373867752,99.5,48.7,64.7
2018,ARM,,100.23706817627,88.5765686035156,4196.00562301769,99.9,48.9,68.2
2019,ARM,,97.2270965576172,93.6171493530273,4597.22887399548,100.0,52.1,66.5
2020,ARM,100.0,101.986747741699,94.89111328125,4268.68093304583,100.0,53.2,76.5
2021,ARM,,100.631843566895,97.3015594482422,4685.17997128509,100.0,51.7,78.6
2022,ARM,,92.1473693847656,96.8645629882812,6571.97445545099,100.0,51.3,77.0
2023,ARM,,92.5063171386719,95.1246490478516,8053.01066312345,100.0,,80.0
2024,ARM,,,,,,,
1990,ASM,,,90.7099533081055,,,,0.0
1991,ASM,,,93.3490371704102,,,,
1992,ASM,,,94.6233825683594,,,,
1993,ASM,,,,,,,
1994,ASM,,,,,,,
1995,ASM,,,,,,,
1996,ASM,,,,,,,
1997,ASM,,,,,,,
1998,ASM,,,,,,,
1999,ASM,,,,,,,
2000,ASM,,,,,,,
2001,ASM,,,,,,,
2002,ASM,,,,8972.69636535698,,,
2003,ASM,,,,9197.66196836987,,,
2004,ASM,,,,8958.42866697173,,,
2005,ASM,,,,8831.26975996609,,,
2006,ASM,,,,8745.16621137404,,,
2007,ASM,,,,9231.37240924563,,,
2008,ASM,,,,10030.8089130902,,,
2009,ASM,,,,12156.0293905777,,,
2010,ASM,,,,10375.1720141957,,,
2011,ASM,,,,10383.459331451,,,
2012,ASM,,,,11745.4899153958,,,
2013,ASM,,,,11813.5022034589,,,
2014,ASM,,,,12026.3344929488,,,
2015,ASM,,,,12727.4102651386,,,
2016,ASM,,,,12843.3342903627,,,
2017,ASM,,,,11863.6839452565,,,
2018,ASM,,,,12552.0546868861,,,
2019,ASM,,,,12886.1359517218,,,
2020,ASM,,,,14489.2586563775,,,
2021,ASM,,,,15236.1604875571,,,
2022,ASM,,,,18017.4589383973,,,
2023,ASM,,,,,,,
1990,ATG,,,,7590.34333226449,93.4386347880213,,0.0
1991,ATG,,,,7956.0068690332,93.7098652152215,,
1992,ATG,,88.4520874023438,98.3179092407227,8153.27780423116,94.0200279031483,,
1993,ATG,,,,8624.16840735715,94.3252592019729,,
1994,ATG,,,,9351.04426569501,94.624883549818,,
1995,ATG,,,,9033.93237640697,94.9178518936987,,2.2
1996,ATG,,,,9755.66153983668,95.2032694015414,,2.86
1997,ATG,,,,10335.8421543438,95.480255585198,,3.48
1998,ATG,,,,10906.5205071392,95.7479582817867,,4.07
1999,ATG,,,,11341.9327072844,96.0055251493441,,5.3
2000,ATG,,,80.2677612304688,12021.463208189,96.6,,6.48
2001,ATG,99.0,,,11535.7742945854,96.7,,8.9
2002,ATG,,,,11657.3487497259,100.0,,12.5
2003,ATG,,,,12171.3773760407,97.0,,17.2
2004,ATG,,,,13036.0075900543,97.1,,24.3
2005,ATG,,,,14366.2912765172,100.0,,27.0
2006,ATG,,,,16172.2513541282,100.0,,30.0
2007,ATG,,,111.461891174316,18203.5151277783,100.0,,34.0
2008,ATG,,109.444068908691,121.367279052734,18785.4682161899,100.0,,38.0
2009,ATG,,103.817306518555,117.816329956055,16471.3678310675,98.0,,42.0
2010,ATG,,119.340660095215,114.838012695312,15216.3098400792,98.2,,47.0
2011,ATG,,119.079940795898,115.565589904785,14841.9709613705,92.7,,52.0
2012,ATG,,,116.689872741699,15208.6569723517,100.0,,58.0
2013,ATG,,114.097885131836,,15050.7122765935,100.0,,63.4
2014,ATG,,119.137672424316,114.909660339355,15533.4831254394,100.0,,67.8
2015,ATG,,100.388198852539,117.027770996094,16080.6580495873,100.0,,70.0
2016,ATG,,102.687744140625,,16557.843174789,100.0,,71.0
2017,ATG,,107.80876159668,116.530403137207,16924.7894487758,100.0,,72.0
2018,ATG,,104.444442749023,120.935958862305,18273.4270684912,100.0,,73.0
2019,ATG,,104.976669311523,,18884.3729680383,100.0,,74.0
2020,ATG,,,,15360.4544160475,100.0,,75.0
2021,ATG,,,,17340.3790692554,100.0,,76.1
2022,ATG,,,,20117.7653310355,100.0,,77.2
2023,ATG,,,,21787.1017315914,100.0,,77.6
1990,AUS,,,,18249.3014538169,100.0,,0.585
1991,AUS,,,,18859.9074576986,100.0,,1.1
1992,AUS,,,,18624.1877335866,100.0,,1.77
1993,AUS,,,134.624359130859,17699.8764915704,100.0,,1.97
1994,AUS,,,132.973785400391,18129.6353064456,100.0,,2.23
1995,AUS,,,143.859954833984,20448.1219685874,100.0,1.7,2.76
1996,AUS,,,148.626983642578,22021.7839065228,100.0,,3.28
1997,AUS,,,153.003173828125,23646.6230457327,100.0,,16.4
1998,AUS,,,,21479.1142020092,100.0,,30.8
1999,AUS,,,,20712.6697805564,100.0,,40.8
2000,AUS,,,,21870.4159669594,100.0,,46.8
2001,AUS,,,,19695.7297379144,100.0,1.5,52.7
2002,AUS,,,,20301.8431713256,100.0,,
2003,AUS,,,,23718.1338501868,100.0,1.7,
2004,AUS,,,,30836.7306824685,100.0,1.2,
2005,AUS,,,,34479.7679298388,100.0,,63.0
2006,AUS,,,,36595.7071548423,100.0,,66.0
2007,AUS,,,,41051.6120652288,100.0,,69.5
2008,AUS,,,,49701.2817843335,100.0,0.7,71.7
2009,AUS,,,,42816.5674002829,100.0,,74.3
2010,AUS,,,,52144.6654705468,100.0,1.0,76.0
2011,AUS,,,,62605.600458306,100.0,,79.5
2012,AUS,,,,68072.8732340801,100.0,,79.0
2013,AUS,,,,68190.7010035651,100.0,,83.5
2014,AUS,,,,62544.0873773726,100.0,1.0,84.0
2015,AUS,,,159.110763549805,56739.0265346593,100.0,,84.6
2016,AUS,,,155.594390869141,49888.0410842736,100.0,1.0,86.5
2017,AUS,,,153.576126098633,53901.7145392154,100.0,,86.5
2018,AUS,,,136.105545043945,57196.4220783778,100.0,1.0,90.0
2019,AUS,,,144.056564331055,54972.7017885437,100.0,,93.6
2020,AUS,,,137.490737915039,51791.540179984,100.0,,94.7
2021,AUS,,,135.526565551758,60607.7788605166,100.0,,97.0
2022,AUS,,,133.277267456055,64997.0136536475,100.0,,97.0
2023,AUS,,,,64820.9117890026,100.0,,97.1
2024,AUS,,,,,,,
1990,AUT,,,103.100128173828,21596.068219998,100.0,,0.13
1991,AUT,,,102.758598327637,22323.1312492943,100.0,,0.259
1992,AUT,,,103.182708740234,24782.7118767063,100.0,,0.643
1993,AUT,,,103.542419433594,23987.2037240657,100.0,,0.765
1994,AUT,,,104.510581970215,25546.2460525087,100.0,1.0,1.39
1995,AUT,,,105.025390625,30207.0674314652,100.0,1.0,1.89
1996,AUT,,,105.034111022949,29645.9451251491,100.0,0.5,6.91
1997,AUT,,,104.722023010254,26571.7523626508,100.0,0.7,9.53
1998,AUT,,99.5908584594727,97.527099609375,27212.4642905708,100.0,1.0,15.4
1999,AUT,,99.1727600097656,98.3134918212891,27078.7081612201,100.0,0.5,23.0
2000,AUT,,,98.6123428344727,24487.2974685956,100.0,0.6,33.7
2001,AUT,,,98.8608627319336,24430.495982841,100.0,,39.2
2002,AUT,,99.5010681152344,98.9512710571289,26334.862215032,100.0,,36.6
2003,AUT,,,99.3974533081055,32110.1159661425,100.0,0.7,42.7
2004,AUT,,100.962127685547,99.2856369018555,36614.2506533707,100.0,0.4,54.3
2005,AUT,,,100.199432373047,38157.37022862,100.0,0.5,58.0
2006,AUT,,,100.416679382324,40382.2078298575,100.0,0.5,63.6
2007,AUT,,,100.102569580078,46622.9622913635,100.0,0.8,69.4
2008,AUT,,,100.126129150391,51581.3982361071,100.0,1.0,72.9
2009,AUT,,,100.594093322754,47857.4446635266,100.0,1.0,73.5
2010,AUT,,,100.263969421387,46611.1393420232,100.0,0.8,75.2
2011,AUT,,100.62183380127,99.6729583740234,51116.8953522042,100.0,1.0,78.7
2012,AUT,,96.4984817504883,100.108726501465,48250.4059142637,100.0,1.1,80.0
2013,AUT,,98.8614273071289,101.173210144043,50305.3545774973,100.0,0.7,80.6
2014,AUT,,97.3396606445312,101.304809570312,51314.9722616322,100.0,0.7,81.0
2015,AUT,,99.3965225219727,101.411582946777,43915.228020857,100.0,1.0,83.9
2016,AUT,,97.1509704589844,100.227989196777,45061.4993920192,100.0,1.3,84.3
2017,AUT,,98.6491775512695,100.337898254395,47163.7425775142,100.0,0.7,87.9
2018,AUT,,97.7539825439453,100.692596435547,51194.0749841299,100.0,1.2,87.5
2019,AUT,,99.4589767456055,101.543632507324,49885.9947355204,100.0,0.8,87.8
2020,AUT,,97.6123962402344,101.690559387207,48716.4098900349,100.0,1.0,87.5
2021,AUT,,99.8165130615234,102.307662963867,53648.7190742245,100.0,1.1,92.5
2022,AUT,,97.1591720581055,101.458000183105,52176.6649141178,100.0,,93.6
2023,AUT,,,,56033.573792065,100.0,,95.3
2024,AUT,,,,,,,94.9
1990,AZE,,,,1238.27189274842,,,0.0
1991,AZE,,,,734.944232805688,,,
1992,AZE,,,,60.2351205405972,,,
1993,AZE,,,,209.530954548425,,,
1994,AZE,,,,157.063549947072,,,0.00143
1995,AZE,,,,314.55801908334,,77.7,0.00206
1996,AZE,,,,409.185543774103,,,0.00635
1997,AZE,,,,505.516204188336,,,0.0252
1998,AZE,,,,561.906807871869,,,0.0375
1999,AZE,99.0,,,573.893528734031,,,0.0992
2000,AZE,,89.5135116577148,,655.097249579917,98.1,,0.148
2001,AZE,,95.1685791015625,,703.670998584686,97.6,71.0,0.306
2002,AZE,,97.5860137939453,,763.108895463487,100.0,48.5,5.0
2003,AZE,,92.6961517333984,,883.692580745256,98.1,44.6,
2004,AZE,,95.5954284667969,,1045.0136328106,98.4,42.3,
2005,AZE,,93.4306182861328,,1578.36733030667,98.6,31.3,8.03
2006,AZE,,91.6054306030273,,2472.95725732287,99.2,,12.0
2007,AZE,100.0,98.13037109375,,3851.33015175141,99.2,,14.5
2008,AZE,,90.7368316650391,,5574.46810432575,99.5,,17.1
2009,AZE,100.0,91.7717208862305,,4950.39949009423,99.9,,27.4
2010,AZE,100.0,89.5144500732422,83.0853181521079,5843.5337683582,99.9,,46.0
2011,AZE,100.0,92.8068313598633,82.9176205382172,7189.81869211976,99.9,,50.0
2012,AZE,100.0,91.9911880493164,82.762274922741,7495.86527658099,100.0,,54.2
2013,AZE,100.0,88.0894088745117,83.1376553563209,7875.34536661549,100.0,,73.0
2014,AZE,100.0,98.1257095336914,83.4386600193183,7890.84028062087,100.0,,75.0
2015,AZE,100.0,103.280212402344,84.8098586425184,5500.50364628486,100.0,,77.0
2016,AZE,100.0,111.301910400391,74.922503925884,3880.6852276838,100.0,,78.2
2017,AZE,100.0,107.172172546387,77.4080343707927,4147.1981423222,100.0,,79.0
2018,AZE,,100.219947814941,108.517936706543,4739.7943123408,100.0,,79.8
2019,AZE,100.0,100.383338928223,107.899871826172,4805.75371765917,100.0,,81.1
2020,AZE,,98.5337295532227,91.3968963623047,4229.91064904503,100.0,,84.6
2021,AZE,,96.5635528564453,91.4322891235352,5408.04535175023,100.0,,86.0
2022,AZE,,99.7032775878906,90.9729919433594,7770.594223351,100.0,,88.0
2023,AZE,100.0,96.2334136962891,92.7589111328125,7125.90858368611,100.0,,89.0
2024,AZE,,,,,,,
1990,BDI,37.0,38.5887718200684,4.72082996368408,202.629446176297,,,0.0
1991,BDI,,42.8971786499023,5.3340802192688,204.668258398817,,,0.0
1992,BDI,,45.5306510925293,5.6862998008728,184.868970456447,,98.8,0.0
1993,BDI,,49.2205200195312,6.27830982208252,165.344120319403,,,0.0
1994,BDI,,,,161.892584261635,,,0.0
1995,BDI,,,,164.915311679326,,,0.0
1996,BDI,,,,143.156741187159,,,0.000804
1997,BDI,,,,160.278342046962,,,0.00798
1998,BDI,,,,144.456948255536,,97.9,0.0158
1999,BDI,,,,127.51419578119,,,0.0392
2000,BDI,59.0,25.1364498138428,,134.537861752389,,,0.0772
2001,BDI,,25.9317607879639,9.63891983032227,132.159554541932,,,0.106
2002,BDI,,26.3580303192139,10.1557302474976,120.952308575468,,,0.118
2003,BDI,,30.9463405609131,10.493390083313,111.406682804391,,,0.201
2004,BDI,,33.3528099060059,12.0837802886963,125.194965184533,,,0.349
2005,BDI,,35.8155403137207,13.2845802307129,147.234619294225,,,0.542
2006,BDI,,,14.6844301223755,161.892755640319,,98.2,0.658
2007,BDI,,49.2426605224609,15.7173204421997,166.162744906755,,,0.7
2008,BDI,48.0,42.90869140625,,189.502074570768,0.9,,0.81
2009,BDI,,49.5479202270508,21.4418697357178,199.097633037708,,,0.9
2010,BDI,,54.7546691894531,24.3956508636475,216.727705301976,,,1.0
2011,BDI,,59.5920906066895,27.5342102050781,230.070577369084,,,1.11
2012,BDI,,64.5548629760742,30.4175605773926,231.688496393569,,,1.22
2013,BDI,,71.30126953125,35.2159614562988,234.843045388828,1.0,96.5,1.26
2014,BDI,62.0,69.089469909668,41.4826889038086,250.540481111877,1.0,,1.04
2015,BDI,,62.0943412780762,45.2864799499512,280.966831311923,1.2,,2.0
2016,BDI,65.6877365112305,64.0318298339844,48.9952812194824,235.286205393908,1.5,,2.2
2017,BDI,68.0,63.2770881652832,49.8075103759766,236.694472592753,1.7,,2.66
2018,BDI,,57.2230911254883,47.8539505004883,224.89939239264,2.0,,4.0
2019,BDI,,53.330379486084,43.208080291748,210.236494521532,2.0,,6.1
2020,BDI,,49.1959190368652,46.391471862793,210.008139902508,0.9,96.8,9.17
2021,BDI,,,,214.091455416133,1.6,,11.0
2022,BDI,75.5400009155273,,,250.634225368744,1.6,,11.0
2023,BDI,,,,193.007145564804,2.3,,11.1
1990,BEL,,,104.52214050293,20600.3752789827,100.0,,0.00101
1991,BEL,,76.9013595581055,104.737030029297,21041.6606519648,100.0,,0.0201
1992,BEL,,,105.012008666992,23372.619171015,100.0,1.2,0.1
1993,BEL,,,142.575134277344,22283.9360213551,100.0,,0.199
1994,BEL,,,143.308883666992,24208.5547931447,100.0,,0.696
1995,BEL,,,144.087585449219,28413.8264387368,100.0,1.2,0.992
1996,BEL,,,144.00553894043,27489.5551770488,100.0,,2.97
1997,BEL,,,,24820.9380503896,100.0,1.0,4.94
1998,BEL,,,,25338.4432934904,100.0,,7.89
1999,BEL,,,142.884155273438,25252.8019066564,100.0,,13.8
2000,BEL,,,146.919784545898,23098.8865077401,100.0,1.0,29.4
2001,BEL,,,155.946166992188,23015.0712632462,100.0,,31.3
2002,BEL,,,157.648773193359,25006.191397109,100.0,,46.3
2003,BEL,,,158.87922668457,30655.2092679024,100.0,0.9,50.0
2004,BEL,,,151.638092041016,35429.4077933344,100.0,0.4,53.9
2005,BEL,,,157.343399047852,36809.7013403619,100.0,0.5,55.8
2006,BEL,,,158.685104370117,38705.1067959147,100.0,0.4,62.0
2007,BEL,,,159.439895629883,44319.165448813,100.0,0.4,66.8
2008,BEL,,,160.468811035156,48303.397956286,100.0,0.3,68.9
2009,BEL,,,159.661544799805,44923.3400135081,100.0,0.3,74.5
2010,BEL,,,160.66047668457,44197.393671162,100.0,0.5,77.6
2011,BEL,,,159.349304199219,47760.8298776546,100.0,0.6,81.6
2012,BEL,,,160.110534667969,44874.1709182123,100.0,0.5,80.7
2013,BEL,,,161.845886230469,46964.5946777056,100.0,0.5,82.2
2014,BEL,,,162.421981811523,47995.7786961339,100.0,0.3,85.0
2015,BEL,,,164.079818725586,40893.804537772,100.0,0.2,85.1
2016,BEL,,,160.689270019531,41854.5498296444,100.0,0.3,86.5
2017,BEL,,,158.670288085938,44035.3239358548,100.0,0.4,87.7
2018,BEL,,,156.509765625,47487.2100392561,100.0,0.2,88.6
2019,BEL,,,156.635375976562,46716.6227467964,100.0,0.2,90.3
2020,BEL,,,151.727508544922,45906.2875805246,100.0,0.3,91.5
2021,BEL,,,143.163513183594,51655.7883303715,100.0,0.2,92.8
2022,BEL,,,142.918075561523,50807.2047084918,100.0,,94.0
2023,BEL,,,,54700.9093236712,100.0,,94.6
2024,BEL,,,,,,,
1990,BEN,,18.2962799072266,,371.101604332357,,,0.0
1991,BEN,,20.656810760498,,364.689296016645,,,
1992,BEN,27.0,20.6472301483154,,301.77329696287,,,
1993,BEN,,22.5531692504883,,387.310054813122,,,
1994,BEN,,24.4139003753662,,262.129807445074,,,
1995,BEN,,28.9677696228027,,348.435238914394,,,
1996,BEN,,30.9827499389648,,369.394384135736,2.77705783175004,,0.00169
1997,BEN,,33.3257713317871,,344.550491498963,2.95153386395072,,0.0246
1998,BEN,,35.9575614929199,,361.601983057505,3.77084155437861,,0.0479
1999,BEN,,,20.098539352417,525.130597245974,4.59248706500119,,0.155
2000,BEN,,36.3207397460938,20.8747406005859,487.424141384242,5.4,,0.225
2001,BEN,,40.3337211608887,22.6525707244873,492.401499509072,4.4,,0.363
2002,BEN,35.0,42.2971992492676,24.5954608917236,546.463829658159,6.8,,0.703
2003,BEN,,46.5348091125488,25.9423904418945,676.002878084282,7.4,95.1,0.951
2004,BEN,,50.4555587768555,27.7856101989746,758.695803786371,7.9,,1.18
2005,BEN,,,,779.437777753268,8.5,,1.27
2006,BEN,28.7021102905273,,,809.147072506221,7.9,,1.54
2007,BEN,,,,912.338247188342,9.7,,1.79
2008,BEN,,61.858570098877,,1060.60254502099,10.3,,1.85
2009,BEN,,,,1024.10277858112,10.9,,2.24
2010,BEN,,65.3145980834961,,973.244254493089,10.6,,3.13
2011,BEN,,70.1288681030273,47.4146003723145,1059.41358915783,13.6,92.0,4.15
2012,BEN,32.9488182067871,71.6108627319336,,1071.52583567484,14.6,,4.5
2013,BEN,,76.898193359375,54.0870780944824,1168.92699314206,13.4,,4.9
2014,BEN,,77.3113479614258,54.7326316833496,1204.39918700511,16.2,,6.0
2015,BEN,,78.0327072143555,57.3949584960938,1002.41886882564,11.1,91.8,11.3
2016,BEN,,77.419189453125,57.529670715332,1010.53389609187,15.2,,14.5
2017,BEN,38.871208190918,,,1054.97408141687,17.2,,18.7
2018,BEN,,,,1151.74096952152,16.3,83.6,19.0
2019,BEN,,61.7928314208984,,1130.82135304977,16.9,,20.5
2020,BEN,,60.2596817016602,45.7407913208008,1197.50136428063,17.4,,22.1
2021,BEN,43.834171295166,70.7910232543945,46.0770416259766,1318.83497843483,18.0,81.4,28.2
2022,BEN,47.0999984741211,64.5733337402344,45.3651695251465,1264.70765976655,45.5,,30.0
2023,BEN,,,,1394.37330217623,43.7,,32.2
1990,BFA,,19.1389198303223,6.84858989715576,338.593759055128,,,0.0
1991,BFA,14.0,19.4536209106445,7.185959815979,333.70605512636,,,
1992,BFA,,25.7580509185791,7.39049005508423,348.592443894547,,,
1993,BFA,,25.2205104827881,7.79690980911255,324.111576707435,2.11886320042586,,
1994,BFA,,26.058069229126,8.11277008056641,187.21142372606,1.35751354030041,97.4,
1995,BFA,,17.9666805267334,,229.092294496817,1.6318759881764,,
1996,BFA,13.0,21.8323593139648,,242.733171352672,1.89743050224686,,0.000961
1997,BFA,,,,223.853958525611,2.07642889027307,,0.0187
1998,BFA,,,,249.53173292493,2.17145348172265,96.5,0.0454
1999,BFA,,21.9752407073975,9.37078952789307,292.836958697313,,,0.0618
2000,BFA,,23.8950500488281,9.9255199432373,248.908526921752,2.3,,0.0771
2001,BFA,,25.2926807403564,10.1021995544434,259.485223380436,2.2,,0.158
2002,BFA,,26.1373901367188,,285.654087637533,2.1,,0.201
2003,BFA,22.0,27.7571506500244,11.3447599411011,362.373899996953,1.2,93.8,0.373
2004,BFA,,29.1417999267578,12.4341201782227,403.81283743461,1.8,,0.4
2005,BFA,24.0,30.6625804901123,13.4484701156616,441.164148016012,1.6,,0.47
2006,BFA,22.0,31.960880279541,14.2397899627685,455.513655620024,1.4,,0.633
2007,BFA,28.0,34.0685195922852,15.3694496154785,514.684451177238,1.2,,0.75
2008,BFA,,37.815601348877,18.0988502502441,619.437533256264,1.2,,0.92
2009,BFA,,42.7251892089844,19.5438003540039,601.569520671859,2.6,94.9,1.13
2010,BFA,,46.2501106262207,21.2837505340576,624.957252224766,1.5,,2.4
2011,BFA,,52.7853507995605,23.2858791351318,725.024767725475,1.9,,3.0
2012,BFA,,56.2800216674805,25.3485202789307,731.470138867833,1.5,,3.73
2013,BFA,,61.3418502807617,27.7329998016357,759.762065168498,1.0,,5.0
2014,BFA,35.0,59.9809112548828,29.732629776001,764.861675106225,4.7,92.9,6.0
2015,BFA,,60.7178802490234,33.0902481079102,630.124750752312,,,6.55
2016,BFA,,60.3090896606445,35.1508483886719,663.742364842886,,,7.14
2017,BFA,,61.645149230957,37.3736114501953,709.091535894695,,,7.79
2018,BFA,39.0,62.8463706970215,39.8208885192871,777.465618514048,,87.2,8.5
2019,BFA,30.0,61.8211288452148,40.2732582092285,764.853077774946,,,9.27
2020,BFA,,62.0456809997559,39.4295806884766,825.237038782475,,,10.8
2021,BFA,36.9673805236816,63.8423805236816,38.2898712158203,895.535288442991,,88.1,12.6
2022,BFA,34.4900016784668,58.3837013244629,33.724910736084,836.118304593682,3.4,,14.6
2023,BFA,,51.733829498291,30.9303798675537,882.689810086163,,,17.0
2024,BFA,,,,,,,
1990,BGD,,,20.4544296264648,283.053737055234,,,0.0
1991,BGD,35.0,,,272.064948495878,3.17101853037543,97.4,
1992,BGD,,,,273.465072520272,,,
1993,BGD,,,,280.757274450366,,,
1994,BGD,,,,280.603031791216,2.23884484895593,,
1995,BGD,,,,309.458680823367,3.73433754799093,93.7,
1996,BGD,,,,371.917937677345,6.69330420934747,,
1997,BGD,,,,379.284917709635,5.8814757415098,,0.000751
1998,BGD,,,43.6955299377441,385.616881752796,12.655072788125,,0.00368
1999,BGD,,,46.9789085388184,388.095684268235,15.6581285850542,,0.0362
2000,BGD,,,48.7191314697266,396.670730249751,16.8,93.0,0.071
2001,BGD,47.0,,50.3141403198242,394.65641001891,21.5,,0.13
2002,BGD,,,51.418098449707,393.886422327628,24.3,,0.14
2003,BGD,,,51.257080078125,426.74880754362,27.1,,0.164
2004,BGD,,,47.8641395568848,455.614016909798,27.9,,0.199
2005,BGD,,65.8595428466797,46.6028785705566,480.08585075452,30.2,90.9,0.242
2006,BGD,,,47.0837898254395,490.388026533289,40.2,,1.0
2007,BGD,46.6636009216309,,47.9007186889648,537.955492792911,32.5,,1.8
